1900,nu,8.95	
1901,chi,4.11	
1901,haw,4.2	
1901,nu,9.23	
1902,chi,4.16	
1902,haw,4.25	
1902,nu,8.89	
1903,chi,3.83	
1903,haw,4.3	
1903,nu,8.82	
1904,chi,4.6	
1904,haw,3.44	
1904,nu,9.17	
1905,chi,3.93	
1905,haw,3.11	
1905,nu,9.04	
1906,chi,3.92	
1906,haw,3.47	
1906,nu,9.05	
1907,chi,4.1	
1907,haw,3.79	
1907,nu,8.78	
1908,chi,3.75	
1908,haw,3.69	
1908,nu,8.94	
1909,chi,3.89	
1909,haw,2.98	
1909,nu,8.57	
1910,chi,4.11	
1910,haw,3.91	
1910,nu,8.69	
1911,chi,3.74	
1911,haw,3.22	
1911,nu,8.61	
1912,chi,3.98	
1912,haw,3.42	
1912,nu,8.7	
1913,chi,3.95	
1913,haw,4.1	
1913,nu,8.82	
1914,chi,4.0	
1914,haw,4.1	
1914,nu,8.57	
1915,chi,3.92	
1915,haw,2.97	
1915,nu,8.42	
1916,chi,3.98	
1916,haw,3.91	
1916,nu,8.32	
1917,chi,4.09	
1917,haw,3.39	
1917,nu,8.49	
1918,chi,3.84	
1918,haw,3.98	
1918,nu,7.93	
1919,chi,3.91	
1919,haw,4.43	
1919,nu,7.99	
1920,chi,3.94	
1920,haw,3.83	
1920,nu,8.6	
1921,chi,3.95	
1921,haw,3.57	
1921,nu,8.02	
1922,chi,4.23	
1922,haw,4.0	
1922,nu,8.51	
1923,chi,3.49	
1923,haw,2.46	
1923,nu,7.27	
1924,chi,2.96	
1924,haw,2.61	
1924,nu,7.1	
1925,chi,3.31	
1925,haw,3.85	
1925,nu,7.04	
1926,chi,3.26	
1926,haw,2.84	
1926,nu,7.21	
1927,chi,3.31	
1927,haw,3.67	
1927,nu,7.48	
1928,chi,3.39	
1928,haw,2.82	
1928,nu,7.36	
1929,chi,3.29	
1929,haw,3.13	
1929,nu,7.35	
1930,chi,3.23	
1930,haw,2.84	
1930,nu,7.5	
1931,chi,3.44	
1931,haw,3.48	
1931,nu,7.29	
1932,chi,3.14	
1932,haw,2.58	
1932,nu,6.86	
1933,chi,2.81	
1933,haw,2.83	
1933,nu,6.66	
1934,chi,3.31	
1934,haw,2.95	
1934,nu,6.85	
1935,chi,3.11	
1935,haw,3.83	
1935,nu,6.95	
1936,chi,3.32	
1936,haw,4.09	
1936,nu,7.12	
1937,chi,3.47	
1937,haw,3.74	
1937,nu,7.25	
1938,chi,3.61	
1938,haw,2.95	
1938,nu,7.28	
1939,chi,3.43	
1939,haw,3.71	
1939,nu,7.46	
1940,chi,3.56	
1940,haw,3.63	
1940,nu,7.17	
1941,chi,3.47	
1941,haw,2.67	
1941,nu,7.01	
1942,chi,3.17	
1942,haw,3.73	
1942,nu,7.01	
1943,chi,3.27	
1943,haw,2.98	
1943,nu,6.51	
1944,chi,3.09	
1944,haw,3.0	
1944,nu,6.44	
1945,chi,3.22	
1945,haw,3.56	
1945,nu,6.73	
1946,chi,3.61	
1946,haw,3.17	
1946,nu,7.25	
1947,chi,3.43	
1947,haw,3.11	
1947,nu,7.69	
1948,chi,3.43	
1948,haw,3.43	
1948,nu,7.96	
1949,chi,3.97	
1949,haw,3.24	
1949,nu,8.12	
1950,chi,3.56	
1950,haw,2.99	
1950,nu,8.22	
1951,chi,3.7	
1951,haw,3.24	
1951,nu,8.05	
1952,chi,3.66	
1952,haw,3.18	
1952,nu,7.99	
1953,chi,3.66	
1953,haw,3.22	
1953,nu,8.05	
1954,chi,3.77	
1954,haw,2.92	
1954,nu,8.27	
1955,chi,3.78	
1955,haw,3.44	
1955,nu,8.35	
1956,chi,4.23	
1956,haw,3.51	
1956,nu,8.52	
1957,chi,4.25	
1957,haw,2.69	
1957,nu,8.79	
1958,chi,4.18	
1958,haw,3.81	
1958,nu,8.84	
1959,chi,4.06	
1959,haw,3.22	
1959,nu,9.2	
1960,chi,4.39	
1960,haw,2.89	
1960,nu,9.59	
1961,chi,4.5	
1961,haw,3.55	
1961,nu,10.11	
1962,chi,4.79	
1962,haw,3.62	
1962,nu,10.6	
1963,chi,4.95	
1963,haw,4.12	
1963,nu,10.83	
1964,chi,4.77	
1964,haw,3.99	
1964,nu,10.84	
1965,chi,5.14	
1965,haw,4.33	
1965,nu,11.44	
1966,chi,5.41	
1966,haw,4.01	
1966,nu,11.63	
1967,chi,5.64	
1967,haw,3.67	
1967,nu,11.84	
1968,chi,5.55	
1968,haw,4.73	
1968,nu,12.2	
1969,chi,5.77	
1969,haw,4.17	
1969,nu,12.14	
1970,chi,5.56	
1970,haw,4.58	
1970,nu,12.32	
1971,chi,6.01	
1971,haw,3.68	
1971,nu,12.38	
1972,chi,5.68	
1972,haw,3.36	
1972,nu,12.69	
1973,chi,5.77	
1973,haw,4.0	
1973,nu,12.55	
1974,chi,5.91	
1974,haw,4.2	
1974,nu,12.43	
1975,chi,5.91	
1975,haw,3.93	
1975,nu,12.62	
1976,chi,5.8	
1976,haw,4.15	
1976,nu,12.81	
1977,chi,5.83	
1977,haw,3.78	
1977,nu,12.66	
1978,chi,5.7	
1978,haw,4.17	
1978,nu,12.78	
1979,chi,5.92	
1979,haw,4.24	
1979,nu,13.28	
1980,chi,5.79	
1980,haw,4.13	
1980,nu,13.2	
1981,chi,5.8	
1981,haw,4.15	
1981,nu,13.19	
1982,chi,6.02	
1982,haw,4.24	
1982,nu,13.56	
1983,chi,6.16	
1983,haw,4.13	
1983,nu,13.67	
1984,chi,6.27	
1984,haw,4.46	
1984,nu,14.12	
1985,chi,6.69	
1985,haw,5.05	
1985,nu,14.33	
1986,chi,6.46	
1986,haw,5.51	
1986,nu,14.7	
1987,chi,6.5	
1987,haw,5.31	
1987,nu,14.66	
1988,chi,6.64	
1988,haw,5.4	
1988,nu,15.01	
1989,chi,6.98	
1989,haw,5.32	
1989,nu,15.45	
1990,chi,7.47	
1990,haw,6.04	
1990,nu,16.16	
1991,chi,7.22	
1991,haw,6.09	
1991,nu,15.72	
1992,chi,7.61	
1992,haw,6.26	
1992,nu,16.67	
1993,chi,7.52	
1993,haw,6.09	
1993,nu,16.29	
1994,chi,7.8	
1994,haw,5.79	
1994,nu,17.02	
1995,chi,7.95	
1995,haw,6.63	
1995,nu,17.39	
1996,chi,8.31	
1996,haw,7.1	
1996,nu,17.75	
1997,chi,8.39	
1997,haw,7.09	
1997,nu,18.15	
1998,chi,8.72	
1998,haw,6.81	
1998,nu,18.65	
1999,chi,8.88	
1999,haw,7.51	
1999,nu,19.2	
2000,chi,9.49	
2000,haw,7.94	
2000,nu,20.57	
2001,chi,9.69	
2001,haw,8.02	
2001,nu,20.86	
2002,chi,10.26	
2002,haw,8.83	
2002,nu,22.19	
2003,chi,10.65	
2003,haw,9.45	
2003,nu,23.32	
2004,chi,11.07	
2004,haw,9.24	
2004,nu,24.21	
